college_tier,cgpa,internships,github_projects,backlogs,hackathons,certifications,advanced_skills,intermediate_skills,basic_skills,aptitude_score,job_role,salary_lpa,college_tier_encoded,job_role_encoded,academic_score,total_skills,experience_score
Tier 2,8.01,2,1,1,1,0,2,1,2,62.0,Data Scientist,22.43,2,2,0.6496,10,9.5
Tier 1,6.23,0,2,1,1,2,0,2,1,48.7,Backend Developer,8.08,3,0,0.396,5,7.5
Tier 1,8.14,2,2,0,4,0,1,0,0,60.4,Data Scientist,24.19,3,2,0.6535,3,16.0
Tier 2,7.36,1,1,0,1,2,2,1,1,56.4,DevOps Engineer,15.83,2,3,0.5528,9,8.5
Tier 3,6.46,1,3,2,3,2,0,1,1,48.5,Junior Developer,6.92,1,4,0.4178,3,15.5
Tier 3,5.76,1,1,2,1,4,1,0,0,30.6,Junior Developer,6.38,1,4,0.246,3,10.5
Tier 3,7.01,0,1,0,1,2,2,2,0,59.7,Backend Developer,14.85,1,0,0.5366,10,5.5
Tier 2,7.27,1,0,1,0,0,2,1,0,59.3,Data Scientist,16.24,2,2,0.5603,8,3.0
Tier 2,7.2,1,1,0,3,2,0,1,1,57.2,Junior Developer,8.55,2,4,0.5413,3,11.5
Tier 2,7.48,1,4,1,0,0,1,2,1,57.7,Backend Developer,15.68,2,0,0.5722,8,11.0
Tier 3,8.77,2,1,0,3,3,2,2,2,64.9,Backend Developer,17.84,1,0,0.7421,12,15.5
Tier 2,6.7,1,1,0,0,4,1,2,2,54.5,DevOps Engineer,10.19,2,3,0.476,9,9.0
Tier 2,6.03,1,1,2,5,1,2,2,1,55.6,Backend Developer,9.56,2,0,0.4152,11,13.5
Tier 2,10.0,0,2,1,1,1,1,1,1,81.1,Data Scientist,23.81,2,2,0.9573,6,6.5
Tier 3,6.5,2,0,0,0,5,0,2,1,46.8,Backend Developer,7.33,1,0,0.4122,5,11.0
Tier 3,10.0,2,3,1,1,2,2,2,2,77.9,Backend Developer,17.91,1,0,0.9391,12,15.5
Tier 3,8.05,1,2,1,3,0,0,0,1,54.8,Web Developer,6.43,1,7,0.6127,1,11.5
Tier 3,6.35,0,2,3,2,0,0,0,1,52.2,Junior Developer,3.72,1,4,0.4279,1,7.0
Tier 3,6.22,0,0,1,0,1,1,0,0,44.1,Junior Developer,6.35,1,4,0.3688,3,1.0
Tier 2,8.29,2,2,0,4,2,0,4,2,67.4,Web Developer,10.94,2,7,0.7084,10,18.0
Tier 2,6.52,2,3,3,2,3,1,2,0,51.7,DevOps Engineer,9.99,2,3,0.442,7,18.0
Tier 2,6.36,1,1,1,3,4,1,2,0,46.9,Web Developer,10.29,2,7,0.3987,7,13.5
Tier 2,4.61,1,3,1,2,3,0,1,0,26.2,Junior Developer,3.65,2,4,0.106,2,15.0
Tier 2,8.33,0,3,0,0,1,2,0,2,58.7,Data Scientist,21.69,2,2,0.6629,8,7.0
Tier 3,6.33,2,3,0,2,1,1,1,2,44.6,Junior Developer,8.87,1,4,0.3826,7,16.0
Tier 3,8.02,0,2,1,0,0,3,2,0,62.4,DevOps Engineer,18.14,1,3,0.6529,13,4.0
Tier 2,5.37,1,1,2,0,1,1,1,0,39.0,Junior Developer,4.44,2,4,0.2548,5,6.0
Tier 1,4.73,1,1,2,3,0,0,2,2,32.0,Junior Developer,3.75,3,4,0.151,6,9.5
Tier 2,7.57,1,3,0,1,4,1,0,3,54.8,Data Analyst,13.05,2,1,0.5647,6,14.5
Tier 2,6.81,2,2,2,1,0,1,1,2,51.9,Junior Developer,8.44,2,4,0.4722,7,11.5
Tier 1,6.2,1,1,0,1,5,0,1,0,48.1,Backend Developer,8.6,3,0,0.3896,2,11.5
Tier 2,7.31,0,3,0,1,0,0,3,2,59.9,Backend Developer,10.05,2,0,0.5677,8,7.5
Tier 2,6.49,0,2,1,0,5,0,2,1,42.0,Backend Developer,7.88,2,0,0.3839,5,9.0
Tier 3,6.25,0,1,0,0,0,0,3,1,47.9,Backend Developer,7.43,1,0,0.3934,7,2.0
Tier 2,9.15,0,2,1,2,0,0,2,1,53.8,DevOps Engineer,10.12,2,3,0.717,5,7.0
Tier 3,6.74,0,2,2,3,0,2,1,2,56.8,Backend Developer,9.97,1,0,0.4931,10,8.5
Tier 2,6.95,1,2,3,3,2,1,0,1,53.1,Data Analyst,9.42,2,1,0.493,4,13.5
Tier 2,7.26,1,2,1,2,3,1,3,1,55.6,Backend Developer,16.32,2,0,0.5382,10,13.0
Tier 3,7.38,0,2,0,1,2,0,4,0,52.8,Backend Developer,9.96,1,0,0.5343,8,7.5
Tier 2,8.44,1,4,0,0,1,2,0,1,72.6,Data Scientist,23.42,2,2,0.753,7,12.0
Tier 3,5.48,1,2,1,1,4,0,1,0,50.8,Junior Developer,3.57,1,4,0.3329,2,12.5
Tier 2,6.35,1,4,1,1,0,1,0,1,40.5,Junior Developer,8.95,2,4,0.3613,4,12.5
Tier 2,7.71,2,2,1,0,1,0,1,0,55.8,Backend Developer,10.64,2,0,0.5844,2,11.0
Tier 1,7.38,2,9,0,0,2,0,2,1,69.0,Backend Developer,11.2,3,0,0.6265,5,26.0
Tier 1,5.93,3,2,0,3,2,1,1,1,33.4,Web Developer,5.39,3,7,0.2789,6,19.5
Tier 3,9.6,3,1,0,2,3,0,1,0,70.9,Software Engineer,10.89,1,6,0.8593,2,17.0
Tier 2,5.75,0,4,1,2,4,0,1,0,40.7,Junior Developer,4.56,2,4,0.3025,2,15.0
Tier 3,7.52,2,2,0,2,2,0,1,1,51.3,Backend Developer,9.81,1,0,0.5398,3,15.0
Tier 2,6.64,1,2,2,0,2,2,0,0,57.2,Software Engineer,10.3,2,6,0.4853,6,9.0
Tier 2,7.23,1,2,0,0,1,0,1,2,38.2,Data Analyst,10.37,2,1,0.4362,4,8.0
Tier 1,6.18,0,0,0,2,1,2,3,0,52.9,Backend Developer,9.7,3,0,0.4149,12,4.0
Tier 3,8.71,0,1,0,0,2,1,1,1,62.7,DevOps Engineer,16.1,1,3,0.7236,6,4.0
Tier 2,8.21,1,3,0,2,3,1,1,2,59.2,DevOps Engineer,19.75,2,3,0.6537,7,15.0
Tier 3,5.97,1,3,0,1,2,2,0,2,39.7,Junior Developer,6.38,1,4,0.3188,8,12.5
Tier 2,7.25,2,4,0,6,3,1,0,0,56.2,Data Scientist,16.18,2,2,0.5406,3,26.0
Tier 1,8.21,1,3,0,1,1,2,0,3,61.6,ML Engineer,24.25,3,5,0.6674,9,11.5
Tier 1,7.08,1,1,0,2,1,1,0,4,54.7,Data Analyst,13.41,3,1,0.5151,7,9.0
Tier 2,5.9,0,2,2,0,2,1,0,1,52.8,Junior Developer,6.05,2,4,0.3863,4,6.0
Tier 2,6.38,1,0,0,4,2,1,1,1,46.9,Web Developer,9.68,2,7,0.4007,6,11.0
Tier 2,6.78,1,3,1,2,1,1,1,1,47.3,DevOps Engineer,9.95,2,3,0.443,6,13.0
Tier 1,7.43,1,2,1,1,3,0,1,0,51.7,Backend Developer,10.35,3,0,0.533,2,11.5
Tier 3,6.34,1,1,2,1,2,3,1,1,56.9,Software Engineer,9.74,1,6,0.4536,12,8.5
Tier 2,7.13,2,0,0,1,1,0,0,1,55.5,Junior Developer,6.27,2,4,0.5247,1,8.5
Tier 1,7.77,2,5,0,0,0,2,1,1,69.7,Software Engineer,16.28,3,6,0.6695,9,16.0
Tier 2,6.37,1,3,1,0,3,0,1,0,46.5,Backend Developer,7.77,2,0,0.3975,2,12.0
Tier 2,5.69,2,1,1,0,2,0,2,0,48.5,Junior Developer,4.77,2,4,0.3408,4,10.0
Tier 3,6.65,2,4,1,1,2,1,0,0,48.6,Junior Developer,9.02,1,4,0.4374,3,17.5
Tier 3,6.98,1,3,0,1,1,0,2,2,48.4,DevOps Engineer,7.49,1,3,0.4693,6,11.5
Tier 3,5.07,1,1,2,1,1,1,0,0,38.7,Junior Developer,4.63,1,4,0.2231,3,7.5
Tier 1,6.78,1,3,0,1,4,2,1,1,58.7,Data Analyst,9.83,3,1,0.5079,9,14.5
Tier 2,7.36,2,1,0,2,1,0,2,1,44.2,Backend Developer,10.96,2,0,0.4834,5,12.0
Tier 3,7.08,0,1,1,2,0,2,1,2,63.9,Data Scientist,13.68,1,2,0.5675,10,5.0
Tier 1,7.38,0,4,3,1,2,0,3,1,43.3,Junior Developer,8.66,3,4,0.4802,7,11.5
Tier 2,7.64,0,2,0,3,1,1,3,0,59.0,Backend Developer,15.85,2,0,0.5956,9,9.5
Tier 1,5.66,0,2,0,1,1,0,0,1,35.4,Junior Developer,4.67,3,4,0.2633,1,6.5
Tier 2,7.6,1,3,0,2,1,1,2,1,43.5,Backend Developer,15.99,2,0,0.5034,8,13.0
Tier 3,6.21,2,2,0,1,3,1,0,3,41.8,Data Analyst,9.9,1,1,0.3547,6,14.5
Tier 1,7.82,0,1,0,5,1,0,0,2,47.2,Data Analyst,6.05,3,1,0.5464,2,10.5
Tier 2,4.79,0,1,1,0,2,0,2,1,40.6,Junior Developer,3.32,2,4,0.2059,5,4.0
Tier 3,7.41,0,1,1,0,4,0,1,1,59.3,Backend Developer,7.21,1,0,0.5743,3,6.0
Tier 1,9.17,0,2,1,0,2,1,4,0,82.0,Backend Developer,17.76,3,0,0.8794,11,6.0
Tier 2,5.09,1,1,0,1,2,1,2,1,35.3,Junior Developer,4.7,2,4,0.2057,8,8.5
Tier 2,8.31,0,2,1,2,1,0,2,3,59.4,DevOps Engineer,10.46,2,3,0.6649,7,8.0
Tier 2,5.85,0,3,0,0,3,0,1,1,41.4,Junior Developer,4.45,2,4,0.3164,3,9.0
Tier 3,6.21,2,1,0,2,3,0,1,3,45.3,Junior Developer,8.38,1,4,0.3746,5,14.0
Tier 1,7.31,1,3,0,2,2,1,2,2,50.9,DevOps Engineer,16.28,3,3,0.5165,9,14.0
Tier 3,7.65,3,0,1,1,1,1,1,2,54.4,DevOps Engineer,13.03,1,3,0.5704,7,11.5
Tier 3,6.97,3,2,2,1,4,0,0,1,46.4,Junior Developer,6.34,1,4,0.4569,1,18.5
Tier 1,6.6,2,1,0,1,4,1,1,2,53.0,Junior Developer,8.57,3,4,0.4574,7,13.5
Tier 3,8.09,1,6,0,3,0,0,0,2,64.8,Data Analyst,6.15,1,1,0.6736,2,19.5
Tier 3,4.86,2,4,2,1,3,0,1,1,31.6,Junior Developer,3.54,1,4,0.1617,3,18.5
Tier 3,6.39,1,1,0,1,1,1,3,0,47.1,Backend Developer,10.26,1,0,0.4029,9,7.5
Tier 3,7.36,1,1,0,0,0,0,1,0,54.6,Web Developer,6.56,1,7,0.5425,2,5.0
Tier 1,8.44,3,2,0,4,3,1,1,2,51.7,Backend Developer,17.19,3,0,0.634,7,22.0
Tier 3,6.85,2,2,1,0,3,2,0,2,57.4,Junior Developer,8.93,1,4,0.5075,8,13.0
Tier 1,6.97,0,2,0,2,1,3,0,1,50.2,Junior Developer,8.97,3,4,0.4785,10,8.0
Tier 1,5.55,1,0,1,2,5,0,1,1,29.3,Junior Developer,4.52,3,4,0.2176,3,11.0
Tier 2,7.16,1,1,0,2,3,1,2,1,57.0,Junior Developer,9.11,2,4,0.5362,8,11.0
Tier 3,6.61,0,2,0,1,3,1,1,3,53.8,DevOps Engineer,9.96,1,3,0.463,8,8.5
Tier 2,5.83,0,4,1,2,4,1,2,1,41.5,Junior Developer,5.77,2,4,0.315,8,15.0
Tier 1,5.63,0,4,1,2,1,1,0,0,39.3,Junior Developer,6.49,3,4,0.2825,3,12.0
Tier 1,8.17,0,1,0,1,1,2,3,1,72.3,DevOps Engineer,20.29,3,3,0.7243,13,4.5
Tier 2,7.71,0,2,1,0,1,1,0,0,58.3,Data Scientist,13.93,2,2,0.5986,3,5.0
Tier 1,8.88,0,5,0,0,3,0,4,1,65.8,Web Developer,10.06,3,7,0.7583,9,13.0
Tier 3,7.73,1,3,0,1,1,1,1,1,52.7,Data Analyst,12.98,1,1,0.5687,6,11.5
Tier 3,4.73,0,3,1,1,0,2,1,0,47.9,Junior Developer,4.37,1,4,0.2414,8,7.5
Tier 3,8.08,2,1,2,3,2,0,3,2,55.0,Backend Developer,10.46,1,0,0.6168,8,14.5
Tier 1,4.47,0,3,1,0,0,1,0,1,36.1,Junior Developer,4.48,3,4,0.1483,4,6.0
Tier 3,6.55,1,1,2,2,2,3,2,0,52.3,Backend Developer,10.24,1,0,0.4485,13,10.0
Tier 1,7.0,1,2,3,1,4,1,3,1,46.2,Backend Developer,15.8,3,0,0.4587,10,12.5
Tier 3,6.31,0,3,0,2,2,0,1,2,45.6,Software Engineer,7.91,1,6,0.3863,4,11.0
Tier 3,7.05,0,4,0,0,3,0,2,0,44.1,DevOps Engineer,9.01,1,3,0.4518,4,11.0
Tier 2,6.98,1,1,1,0,1,0,1,0,52.3,Backend Developer,7.58,2,0,0.4915,2,6.0
Tier 2,9.13,0,1,0,1,1,0,0,1,71.1,Data Analyst,6.22,2,1,0.8134,1,4.5
Tier 3,8.53,1,1,2,2,2,1,2,0,61.9,Backend Developer,16.17,1,0,0.7011,7,10.0
Tier 1,7.1,0,1,0,0,2,0,1,0,39.2,Backend Developer,10.29,3,0,0.4289,2,4.0
Tier 2,4.42,0,3,1,1,2,0,2,0,26.6,Junior Developer,4.21,2,4,0.0892,4,9.5
Tier 2,6.26,1,2,1,1,3,3,1,1,48.7,Software Engineer,9.8,2,6,0.399,12,11.5
Tier 2,5.31,0,3,0,3,2,0,1,0,46.7,Junior Developer,4.11,2,4,0.2926,2,12.5
Tier 1,8.66,1,1,0,3,3,1,0,0,60.6,ML Engineer,23.74,3,5,0.7067,3,12.5
Tier 3,6.55,3,0,1,1,1,0,0,1,38.0,Data Analyst,6.47,1,1,0.3671,1,11.5
Tier 2,7.27,1,1,0,3,2,0,1,1,54.8,DevOps Engineer,10.27,2,3,0.5347,3,11.5
Tier 1,6.54,2,2,1,1,1,0,0,2,40.4,Data Analyst,6.18,3,1,0.3797,2,12.5
Tier 3,5.58,0,6,2,1,1,2,0,2,38.9,Junior Developer,5.89,1,4,0.2752,8,14.5
Tier 3,7.81,0,0,0,1,0,0,3,2,66.0,Backend Developer,8.71,1,0,0.6524,8,1.5
Tier 2,5.75,1,1,0,2,3,0,0,1,33.8,Junior Developer,4.56,2,4,0.2632,1,11.0
Tier 1,6.45,0,3,1,2,2,1,2,2,46.3,Junior Developer,8.33,3,4,0.4043,9,11.0
Tier 3,7.21,1,2,2,3,3,2,0,3,64.2,DevOps Engineer,15.61,1,3,0.5822,9,14.5
Tier 3,5.62,0,2,0,1,2,1,1,0,41.1,Web Developer,5.57,1,7,0.2917,5,7.5
Tier 3,7.03,3,1,1,0,0,1,1,2,47.3,Backend Developer,12.53,1,0,0.468,7,11.0
Tier 3,6.08,1,2,1,1,2,0,1,1,35.8,Backend Developer,6.51,1,0,0.3076,3,10.5
Tier 1,7.07,1,2,0,0,0,1,0,0,47.8,Junior Developer,8.79,3,4,0.4749,3,7.0
Tier 1,8.73,2,1,0,1,4,1,2,0,65.8,Web Developer,15.1,3,7,0.7433,7,13.5
Tier 2,4.57,1,2,1,2,1,1,1,0,37.9,Junior Developer,4.46,2,4,0.1685,5,11.0
Tier 2,7.42,0,2,2,1,1,0,3,0,57.3,Backend Developer,9.79,2,0,0.5639,6,6.5
Tier 2,10.0,0,0,1,4,1,2,2,1,77.8,Web Developer,15.84,2,7,0.9385,11,7.0
Tier 1,6.15,1,2,2,0,3,1,1,2,59.9,Junior Developer,8.65,3,4,0.4517,7,10.0
Tier 3,9.58,0,4,0,0,4,0,1,0,64.0,DevOps Engineer,10.32,1,3,0.818,2,12.0
Tier 2,6.16,2,2,2,1,0,0,2,0,44.9,Backend Developer,7.91,2,0,0.3674,4,11.5
Tier 2,8.61,1,3,1,1,2,0,1,1,58.0,Data Analyst,10.55,2,1,0.6869,3,12.5
Tier 3,7.81,1,0,1,3,3,0,2,1,62.0,DevOps Engineer,10.04,1,3,0.6296,5,10.5
Tier 3,8.87,2,1,1,0,3,1,0,0,71.4,Data Scientist,16.86,1,2,0.7891,3,11.0
Tier 3,6.9,0,1,0,3,1,1,0,0,38.5,Junior Developer,9.05,1,4,0.4049,3,7.5
Tier 3,9.17,1,3,0,0,0,0,2,3,57.8,Backend Developer,10.62,1,0,0.7418,7,9.0
Tier 2,4.35,0,4,0,1,1,0,3,0,32.8,Junior Developer,3.49,2,4,0.1175,6,10.5
Tier 3,7.86,1,3,2,0,0,1,1,1,63.7,Backend Developer,11.95,1,0,0.6443,6,9.0
Tier 2,6.32,2,2,2,0,1,1,1,3,54.2,Web Developer,9.63,2,7,0.4363,8,11.0
Tier 2,6.47,1,3,0,2,0,1,0,0,52.1,Software Engineer,9.46,2,6,0.4393,3,12.0
Tier 2,7.64,2,2,0,2,3,0,2,2,47.9,DevOps Engineer,10.03,2,3,0.5324,6,16.0
Tier 2,6.29,1,1,0,2,6,2,2,1,52.5,Web Developer,10.09,2,7,0.4236,11,14.0
Tier 2,5.22,3,4,0,1,2,2,1,0,48.8,Junior Developer,4.74,2,4,0.2955,8,20.5
Tier 1,6.75,4,1,3,1,3,2,0,3,60.2,Data Analyst,9.44,3,1,0.5134,9,18.5
Tier 1,8.25,2,0,0,2,2,0,1,1,63.1,Backend Developer,10.22,3,0,0.6799,3,11.0
Tier 1,6.35,0,1,2,2,2,0,0,1,44.6,Backend Developer,6.07,3,0,0.3846,1,7.0
Tier 3,5.0,0,3,0,1,1,0,1,0,44.1,Junior Developer,3.68,1,4,0.2468,2,8.5
Tier 3,7.7,4,0,1,2,3,1,1,1,57.1,Backend Developer,15.33,1,0,0.5908,6,18.0
Tier 3,7.63,0,3,0,2,2,1,0,0,50.5,Software Engineer,12.67,1,6,0.5462,3,11.0
Tier 3,4.35,0,5,1,2,1,1,2,1,41.0,Junior Developer,4.44,1,4,0.1642,8,14.0
Tier 2,6.87,1,5,0,1,1,0,0,1,50.8,DevOps Engineer,6.91,2,3,0.4719,1,15.5
Tier 2,4.0,1,0,0,2,2,1,1,0,28.8,Junior Developer,4.98,2,4,0.0597,5,8.0
Tier 1,7.98,1,1,1,0,0,1,1,0,65.7,Backend Developer,16.31,3,0,0.6677,5,5.0
Tier 2,7.61,0,3,1,3,0,1,1,2,58.7,Data Analyst,13.25,2,1,0.5909,7,10.5
Tier 1,6.16,2,0,0,0,4,0,1,1,46.0,Backend Developer,7.57,3,0,0.3736,3,10.0
Tier 2,7.44,1,1,1,0,1,0,0,1,47.9,Data Analyst,6.99,2,1,0.5124,1,6.0
Tier 2,7.34,1,1,2,2,2,0,1,0,53.8,DevOps Engineer,9.15,2,3,0.536,2,10.0
Tier 2,5.64,2,3,1,2,2,0,1,0,34.8,Junior Developer,5.06,2,4,0.2579,2,17.0
Tier 2,4.09,2,1,0,1,1,2,0,0,33.3,Junior Developer,4.24,2,4,0.0943,6,10.5
Tier 3,7.91,1,1,0,2,1,2,1,1,65.6,Backend Developer,15.92,1,0,0.6601,9,9.0
Tier 1,4.04,0,5,0,1,0,0,2,0,38.2,Junior Developer,3.48,3,4,0.1172,4,11.5
Tier 2,6.87,2,1,1,1,4,1,1,0,54.5,DevOps Engineer,9.59,2,3,0.493,5,13.5
Tier 3,7.05,2,4,1,0,2,1,2,0,50.6,Data Scientist,14.33,1,2,0.4888,7,16.0
Tier 3,6.32,2,2,1,0,1,2,0,1,50.1,Backend Developer,10.13,1,0,0.4129,7,11.0
Tier 2,8.13,1,4,0,2,4,2,2,1,70.0,ML Engineer,23.24,2,5,0.7072,11,18.0
Tier 2,7.0,0,1,3,1,1,0,1,0,46.6,Backend Developer,6.16,2,0,0.461,2,4.5
Tier 3,8.29,1,3,0,0,0,0,1,0,50.6,Backend Developer,9.14,1,0,0.6128,2,9.0
Tier 1,5.67,0,0,1,1,2,0,0,1,40.3,Junior Developer,4.07,3,4,0.2922,1,3.5
Tier 2,8.28,0,2,1,1,1,2,1,1,55.0,ML Engineer,21.25,2,5,0.6368,9,6.5
Tier 2,6.88,3,0,0,1,1,0,1,0,44.1,Backend Developer,7.56,2,0,0.4348,2,11.5
Tier 2,6.85,0,2,1,1,4,0,1,1,33.2,Backend Developer,8.12,2,0,0.3698,3,9.5
Tier 3,5.31,1,2,2,0,3,2,0,0,44.6,Junior Developer,4.22,1,4,0.2806,6,10.0
Tier 3,7.87,2,1,0,0,2,1,1,2,58.9,Software Engineer,14.73,1,6,0.618,7,10.0
Tier 2,6.73,1,2,2,2,1,1,0,1,50.9,Data Analyst,9.85,2,1,0.4585,4,11.0
Tier 1,8.32,1,0,1,1,2,0,1,0,52.6,Backend Developer,10.48,3,0,0.6272,2,6.5
Tier 2,5.31,0,2,0,2,3,1,1,2,36.9,Junior Developer,4.43,2,4,0.2368,7,10.0
Tier 2,7.08,1,0,0,2,3,2,1,2,63.5,Backend Developer,16.06,2,0,0.5652,10,9.0
Tier 2,9.52,0,1,1,0,3,1,1,1,72.2,Backend Developer,17.91,2,0,0.8587,6,5.0
Tier 2,9.0,2,1,0,1,0,1,0,0,74.6,Data Scientist,22.17,2,2,0.8203,3,9.5
Tier 2,7.66,0,1,0,0,1,2,2,1,51.5,Backend Developer,16.13,2,0,0.5549,11,3.0
Tier 3,7.32,0,1,0,1,1,1,2,2,57.6,Backend Developer,13.41,1,0,0.5556,9,4.5
Tier 3,7.39,2,2,1,1,1,2,1,2,60.7,Data Scientist,15.32,1,2,0.5803,10,12.5
Tier 3,5.33,0,2,3,1,2,1,0,0,42.0,Junior Developer,4.44,1,4,0.2679,3,7.5
Tier 1,9.37,0,1,0,2,3,0,0,1,75.6,Data Analyst,6.02,3,1,0.863,1,8.0
Tier 3,6.64,0,2,1,2,2,1,1,2,38.4,Backend Developer,9.53,1,0,0.3784,7,9.0
Tier 2,8.39,0,2,0,2,2,1,0,1,67.0,DevOps Engineer,18.3,2,3,0.7161,4,9.0
Tier 2,8.7,1,1,0,1,2,0,4,2,69.0,Web Developer,10.39,2,7,0.7585,10,8.5
Tier 2,7.6,0,2,0,1,0,1,0,2,61.7,DevOps Engineer,16.14,2,3,0.6069,5,5.5
Tier 1,7.44,1,3,0,1,2,1,2,2,53.8,Backend Developer,16.1,3,0,0.546,9,12.5
Tier 2,9.01,1,5,2,2,5,2,0,1,70.3,ML Engineer,28.67,2,5,0.7969,7,21.0
Tier 2,5.24,4,1,1,2,2,0,0,1,42.1,Junior Developer,3.54,2,4,0.2594,1,19.0
Tier 2,5.36,0,1,0,1,1,0,1,0,32.1,Junior Developer,3.59,2,4,0.2145,2,4.5
Tier 3,7.48,4,4,0,1,0,0,2,2,51.0,Backend Developer,10.16,1,0,0.5341,6,21.5
Tier 3,7.03,1,3,0,3,1,0,2,2,50.2,Data Analyst,10.02,1,1,0.4845,6,14.5
Tier 2,5.69,2,4,0,0,1,1,0,2,39.0,Junior Developer,5.8,2,4,0.2868,5,15.0
Tier 2,6.26,2,4,2,1,2,1,2,0,46.6,Software Engineer,10.35,2,6,0.387,7,17.5
Tier 2,6.61,0,2,1,2,5,2,1,0,51.4,Backend Developer,9.77,2,0,0.4493,8,12.0
Tier 3,5.57,2,1,0,1,3,0,0,1,41.6,Junior Developer,4.8,1,4,0.2896,1,12.5
Tier 2,6.25,0,4,3,1,5,1,1,0,44.6,Software Engineer,10.23,2,6,0.3746,5,14.5
Tier 3,5.68,2,0,0,2,0,0,1,0,36.3,Junior Developer,4.9,1,4,0.2704,2,9.0
Tier 3,7.24,1,4,0,3,2,1,1,2,54.3,Junior Developer,9.17,1,4,0.5288,7,17.5
Tier 3,7.03,2,1,1,2,1,0,3,0,54.8,Software Engineer,9.07,1,6,0.5107,6,12.0
Tier 2,7.08,0,1,2,0,0,0,2,1,50.5,Web Developer,8.0,2,7,0.4912,5,2.0
Tier 2,5.48,0,2,1,3,4,0,0,1,30.7,Junior Developer,3.44,2,4,0.2186,1,12.5
Tier 3,7.7,1,5,0,0,5,0,2,1,64.3,Web Developer,10.55,1,7,0.6317,5,18.0
Tier 2,6.12,0,0,1,2,2,1,1,1,50.3,Software Engineer,10.11,2,6,0.3941,6,5.0
Tier 2,7.11,0,1,0,3,3,2,1,1,58.3,DevOps Engineer,16.03,2,3,0.5386,9,9.5
Tier 2,6.83,2,1,0,3,2,0,3,1,49.0,Backend Developer,8.14,2,0,0.4577,7,14.5
Tier 1,6.57,1,1,1,1,2,1,2,2,39.3,DevOps Engineer,10.06,3,3,0.3765,9,8.5
Tier 1,6.12,0,2,1,0,4,2,1,2,60.8,Software Engineer,9.48,3,6,0.4538,10,8.0
Tier 2,7.07,0,2,0,1,1,1,2,2,49.0,Backend Developer,15.74,2,0,0.4817,9,6.5
Tier 2,6.76,0,2,0,1,2,0,2,2,44.4,Backend Developer,7.58,2,0,0.4245,6,7.5
Tier 2,7.81,0,1,0,4,1,1,1,1,59.9,Backend Developer,15.99,2,0,0.6177,6,9.0
Tier 1,6.48,0,2,2,1,2,0,1,2,40.8,Junior Developer,8.25,3,4,0.376,4,7.5
Tier 2,7.25,2,2,0,1,1,1,0,0,57.9,Software Engineer,15.7,2,6,0.5503,3,12.5
Tier 1,9.2,0,1,0,1,4,0,1,1,70.3,Data Analyst,10.52,3,1,0.8159,3,7.5
Tier 1,6.75,2,3,1,1,4,0,0,1,47.0,Junior Developer,6.62,3,4,0.4383,1,17.5
Tier 2,6.78,0,3,1,1,0,1,1,1,48.7,DevOps Engineer,10.01,2,3,0.451,6,7.5
Tier 3,6.76,1,2,0,2,3,1,2,2,44.6,DevOps Engineer,10.24,1,3,0.4256,9,13.0
Tier 3,5.47,1,1,2,1,2,0,0,1,41.8,Junior Developer,3.49,1,4,0.2807,1,8.5
Tier 2,6.28,2,1,1,1,4,2,2,0,48.5,Web Developer,9.46,2,7,0.3998,10,13.5
Tier 3,6.01,1,0,1,2,3,1,2,2,54.7,Backend Developer,9.79,1,0,0.4081,9,9.0
Tier 2,8.31,0,1,2,2,0,1,2,3,61.9,Data Analyst,13.05,2,1,0.6791,10,5.0
Tier 3,7.03,0,2,1,3,1,2,0,0,52.1,Data Scientist,13.06,1,2,0.4953,6,9.5
Tier 2,7.7,0,3,1,1,1,3,1,1,67.1,Data Scientist,16.02,2,2,0.6477,12,8.5
Tier 3,8.28,1,2,0,4,0,1,3,2,59.5,Backend Developer,17.77,1,0,0.6624,11,13.0
Tier 2,8.78,1,3,3,2,1,1,0,1,63.0,Data Analyst,12.46,2,1,0.7323,4,13.0
Tier 3,7.69,0,1,0,1,1,1,0,0,51.8,Data Scientist,10.96,1,2,0.5596,3,4.5
Tier 2,6.04,0,5,0,0,3,0,0,1,42.2,Junior Developer,6.64,2,4,0.34,1,13.0
Tier 3,6.02,1,1,1,1,2,0,1,1,31.5,Junior Developer,5.71,1,4,0.2771,3,8.5
Tier 2,8.75,0,1,0,2,5,1,0,1,51.9,Data Scientist,23.23,2,2,0.6662,4,10.0
Tier 3,4.88,0,3,1,0,2,0,1,0,28.7,Junior Developer,3.97,1,4,0.1472,2,8.0
Tier 3,6.22,1,1,3,4,3,0,0,1,49.2,Backend Developer,5.86,1,0,0.3978,1,14.0
Tier 2,7.6,1,2,0,0,0,0,1,1,47.1,Backend Developer,10.14,2,0,0.5239,3,7.0
Tier 3,6.01,2,0,1,3,4,1,0,1,46.9,Data Analyst,9.88,1,1,0.3637,4,14.5
Tier 1,8.05,4,1,0,0,4,1,0,0,58.2,ML Engineer,23.55,3,5,0.632,3,18.0
Tier 1,4.15,1,2,0,1,3,0,3,0,23.9,Junior Developer,3.53,3,4,0.0469,6,11.5
Tier 2,6.77,1,2,0,1,2,3,1,1,64.5,Data Analyst,10.26,2,1,0.5399,12,10.5
Tier 3,6.43,2,1,3,2,2,0,3,0,51.2,Software Engineer,7.8,1,6,0.4302,6,13.0
