college_tier,cgpa,internships,github_projects,backlogs,hackathons,certifications,advanced_skills,intermediate_skills,basic_skills,aptitude_score,job_role,salary_lpa,college_tier_encoded,job_role_encoded,salary_log
Tier 2,9.47,0,5,1,0,2,1,1,2,63.9,Web Developer,15.12,2,7,2.780060737078482
Tier 2,4.97,4,1,1,1,2,0,1,0,31.8,Junior Developer,3.13,2,4,1.4182774069729414
Tier 3,7.58,3,1,0,1,3,1,0,2,60.7,Data Scientist,14.81,1,2,2.7606426512213806
Tier 1,7.92,1,3,0,2,2,1,1,1,59.6,Backend Developer,16.05,3,0,2.8361502037295256
Tier 1,4.11,1,1,2,0,4,0,2,0,28.9,Junior Developer,3.74,3,4,1.556037135706985
Tier 3,7.06,1,1,1,1,3,2,2,0,61.5,Data Scientist,15.09,1,2,2.7781979610042917
Tier 3,8.54,1,2,1,3,1,1,1,2,62.8,Data Analyst,13.61,1,1,2.681706225762608
Tier 2,6.53,1,3,2,1,2,3,1,1,62.4,Software Engineer,10.04,2,6,2.401525040848949
Tier 1,6.84,0,2,1,2,4,2,2,1,53.6,Backend Developer,10.24,3,0,2.419478844465545
Tier 1,6.83,2,2,1,0,4,0,0,1,50.1,Data Analyst,6.78,3,1,2.0515563381903004
Tier 3,7.93,1,0,0,0,4,1,1,3,60.0,DevOps Engineer,13.45,1,3,2.670694414558441
Tier 2,8.0,1,0,0,1,2,1,3,2,64.9,Software Engineer,21.73,2,6,3.123685637864452
Tier 3,8.6,2,2,0,0,1,1,1,2,71.0,Data Analyst,13.35,1,1,2.66374994220563
Tier 2,6.64,1,1,0,0,3,0,0,2,43.0,Junior Developer,6.07,2,4,1.9558604799084813
Tier 2,6.94,1,3,1,0,4,0,1,2,55.5,Backend Developer,7.53,2,0,2.143589361503588
Tier 3,7.92,1,0,0,2,1,1,0,2,55.1,Backend Developer,12.01,1,0,2.565718292524414
Tier 1,8.37,1,3,1,2,4,2,2,1,76.4,Backend Developer,17.09,3,0,2.895359299407204
Tier 2,9.08,0,2,0,0,2,2,1,3,80.0,Backend Developer,17.74,2,0,2.930660276810276
Tier 3,6.04,0,3,1,0,1,1,1,2,62.8,Data Analyst,10.43,1,1,2.4362414778067194
Tier 1,7.24,1,2,0,1,0,1,4,0,58.4,Backend Developer,16.04,3,0,2.8355635214011694
Tier 3,8.58,1,2,0,1,2,1,0,1,67.1,Data Analyst,13.21,1,1,2.6539459421090092
Tier 2,8.37,2,1,0,1,6,0,1,0,60.1,Backend Developer,10.32,2,0,2.4265710727750367
Tier 2,5.43,2,1,0,2,4,1,2,1,50.4,Junior Developer,4.76,2,4,1.7509374747078
Tier 1,7.56,1,2,1,1,0,2,0,1,59.8,Data Analyst,13.13,3,1,2.6483001966964363
Tier 2,8.11,1,2,0,1,1,1,0,0,69.8,Data Scientist,17.45,2,2,2.915064370486536
Tier 2,7.24,0,5,0,2,1,1,3,1,49.3,Software Engineer,15.9,2,6,2.8273136219290276
Tier 2,6.42,0,2,0,2,4,1,0,1,48.3,Junior Developer,8.36,2,4,2.2364452904895007
Tier 3,6.03,3,1,4,3,2,2,0,2,47.3,Junior Developer,8.89,1,4,2.2915241456346207
Tier 2,8.54,2,2,2,4,2,2,1,1,65.4,ML Engineer,23.84,2,5,3.212455257065278
Tier 2,6.93,0,2,4,0,3,1,1,3,58.6,Data Analyst,9.74,2,1,2.3739750890807185
Tier 2,5.5,3,1,1,1,3,1,0,0,42.6,Junior Developer,5.73,2,4,1.9065751436566365
Tier 2,7.33,2,4,0,2,2,1,2,1,58.5,Software Engineer,16.39,2,6,2.855895328366192
Tier 2,8.37,2,4,0,1,4,0,0,2,52.9,Data Analyst,6.11,2,1,1.9615022438151495
Tier 3,6.57,1,2,1,3,5,1,0,0,47.4,Software Engineer,9.6,1,6,2.3608540011180215
Tier 2,5.54,2,6,1,1,0,1,2,1,35.0,Junior Developer,6.09,2,4,1.958685340544036
Tier 1,4.16,2,1,2,0,5,0,1,1,30.0,Junior Developer,3.39,3,4,1.4793292270870801
Tier 3,6.77,1,3,1,1,4,2,1,1,57.9,DevOps Engineer,9.95,1,3,2.3933394562625097
Tier 1,7.3,0,1,0,2,6,0,2,1,53.1,Junior Developer,8.61,3,4,2.262804222982201
Tier 3,7.0,2,1,2,3,0,0,2,0,46.8,Software Engineer,8.12,1,6,2.21046980408624
Tier 2,9.18,2,0,0,0,0,0,0,4,70.9,Data Analyst,6.55,2,1,2.0215475632609334
Tier 1,7.86,2,2,0,6,2,0,2,2,58.4,Web Developer,10.38,3,7,2.431857428698185
Tier 3,7.1,3,3,2,2,0,2,2,1,55.9,Data Scientist,16.17,1,2,2.843163674909384
Tier 3,7.37,1,2,1,3,1,1,0,1,54.5,Data Analyst,11.88,1,1,2.5556757206762075
Tier 2,6.82,1,3,1,0,2,0,1,0,40.6,Web Developer,8.5,2,7,2.2512917986064953
Tier 3,6.25,2,3,0,3,2,1,2,2,42.1,Web Developer,9.87,1,7,2.386006701133118
Tier 2,7.63,0,1,0,0,2,1,3,0,58.9,Software Engineer,16.01,2,6,2.8338014064077703
Tier 1,6.28,2,1,1,3,2,2,1,1,60.2,Software Engineer,9.47,3,6,2.3485140248824456
Tier 2,6.71,1,2,0,1,1,1,1,2,50.6,DevOps Engineer,9.97,2,3,2.395164274287139
Tier 3,6.39,2,2,0,4,1,0,1,0,45.8,Junior Developer,8.26,1,4,2.225704048658088
Tier 3,6.92,0,1,1,1,2,1,0,2,54.8,Data Analyst,9.69,1,1,2.3693087250369538
Tier 1,5.51,2,1,0,0,2,1,0,0,43.0,Junior Developer,5.62,3,4,1.890095369948917
Tier 2,9.13,0,4,1,2,3,0,1,1,64.4,Backend Developer,10.5,2,0,2.4423470353692043
Tier 3,7.27,2,4,1,1,3,1,1,1,48.3,Backend Developer,14.38,1,0,2.733067964077498
Tier 2,7.49,1,1,1,2,2,1,2,1,56.9,Web Developer,15.34,2,7,2.7936160894318567
Tier 2,4.98,0,1,0,1,1,2,1,1,38.3,Junior Developer,4.62,2,4,1.7263316639055997
Tier 3,6.78,0,2,1,3,0,0,1,1,53.7,Web Developer,6.98,1,7,2.0769384114617173
Tier 3,5.35,0,2,0,2,2,1,2,0,43.9,Junior Developer,4.82,1,4,1.7613002617433464
Tier 2,6.01,2,2,0,2,3,1,1,1,41.1,Backend Developer,9.52,2,0,2.3532782073095637
Tier 3,6.56,0,4,0,0,1,2,0,0,60.7,Junior Developer,8.83,1,4,2.285438934159075
Tier 1,5.72,0,0,0,1,1,2,0,1,51.8,Junior Developer,5.95,3,4,1.9387416595767009
Tier 2,6.68,1,4,2,0,2,2,1,0,60.5,Software Engineer,9.8,2,6,2.379546134130174
Tier 3,5.94,2,3,0,2,1,0,1,1,37.9,Junior Developer,5.05,1,4,1.80005827204275
Tier 3,5.94,1,4,1,0,7,0,0,1,31.0,Junior Developer,4.61,1,4,1.724550719534605
Tier 2,6.4,1,0,0,3,5,1,0,2,53.1,Junior Developer,8.45,2,4,2.2460147415056513
Tier 1,9.57,1,0,0,0,3,1,3,1,71.1,Backend Developer,17.92,3,0,2.9402195636237325
Tier 2,7.54,3,3,0,2,3,0,1,1,50.5,Data Analyst,9.86,2,1,2.3850863145057892
Tier 3,7.7,2,2,0,2,3,2,1,0,49.9,Backend Developer,15.91,1,0,2.827905162910489
Tier 2,7.21,1,2,0,0,1,3,1,0,64.5,Data Scientist,16.1,2,2,2.8390784635086144
Tier 2,6.66,1,4,1,4,4,0,1,0,48.2,DevOps Engineer,8.43,2,3,2.2438960966453663
Tier 3,7.26,0,2,1,0,4,0,0,1,42.5,Backend Developer,6.06,1,0,1.9544450515051506
Tier 3,7.39,1,1,0,2,2,0,2,0,41.5,Web Developer,8.85,1,7,2.2874714551839976
Tier 3,8.14,2,2,0,4,2,0,1,2,65.2,Web Developer,10.16,1,7,2.412335956953165
Tier 2,6.53,0,4,0,0,1,0,2,0,45.3,DevOps Engineer,8.17,2,3,2.2159372862683733
Tier 2,7.37,2,1,1,4,3,2,2,1,60.5,Backend Developer,15.95,2,0,2.830267833826459
Tier 2,7.65,2,0,1,2,1,1,0,0,55.6,Data Scientist,15.63,2,2,2.8112082932048366
Tier 2,6.82,1,2,1,0,2,0,3,1,48.5,Backend Developer,8.33,2,0,2.2332350148592526
Tier 3,6.95,2,1,4,2,2,0,1,0,45.3,Web Developer,6.14,1,7,1.965712776351493
Tier 3,6.55,0,3,1,0,2,0,3,0,52.6,Software Engineer,7.98,1,6,2.194999882314108
Tier 2,6.45,2,2,2,1,0,2,1,2,54.1,Backend Developer,10.43,2,0,2.4362414778067194
Tier 2,8.53,1,1,1,8,0,1,3,2,71.9,Web Developer,15.39,2,7,2.7966713927557385
Tier 2,5.94,2,3,0,0,1,0,0,1,31.9,Junior Developer,4.93,2,4,1.780024213009634
Tier 2,6.56,1,2,3,1,1,1,2,2,48.0,Backend Developer,10.14,2,0,2.410542234499138
Tier 1,7.1,0,1,2,2,2,0,2,0,52.1,DevOps Engineer,10.32,3,3,2.4265710727750367
Tier 1,7.21,1,2,0,0,1,1,3,1,48.1,DevOps Engineer,16.2,3,3,2.8449093838194073
Tier 2,6.57,2,2,1,0,3,0,0,1,32.7,DevOps Engineer,6.25,2,3,1.9810014688665833
Tier 3,5.75,0,4,0,1,4,1,0,0,42.8,Junior Developer,6.21,1,4,1.9754689512968577
Tier 2,7.88,1,3,1,1,2,1,1,1,63.9,Backend Developer,16.83,2,0,2.8808824318750488
Tier 2,8.53,0,1,0,3,0,1,0,0,66.7,Software Engineer,20.55,2,6,3.070375816549757
Tier 3,4.75,0,2,0,1,3,0,0,1,46.4,Junior Developer,3.32,1,4,1.463255402256019
Tier 3,6.83,0,0,2,1,2,1,2,0,54.4,Backend Developer,9.71,1,0,2.3711778844596574
Tier 2,7.69,0,5,0,3,3,0,1,0,39.5,DevOps Engineer,10.39,2,3,2.432735777459091
Tier 3,6.93,4,3,1,1,2,0,2,1,49.7,Web Developer,8.13,1,7,2.211565694606877
Tier 3,9.09,1,2,0,1,1,1,1,0,58.5,DevOps Engineer,18.04,1,3,2.9465420293632194
Tier 2,5.63,0,2,3,2,1,1,2,1,56.0,Web Developer,6.09,2,7,1.958685340544036
Tier 2,6.0,0,1,4,1,3,0,0,1,46.9,Data Analyst,3.75,2,1,1.55814461804655
Tier 2,7.48,1,0,0,0,0,0,1,0,43.1,Software Engineer,9.21,2,6,2.3233676321765744
Tier 2,7.56,0,2,1,4,0,0,0,2,54.6,DevOps Engineer,6.0,2,3,1.9459101490553132
Tier 3,6.85,2,0,1,3,4,0,1,0,59.6,Backend Developer,7.76,1,0,2.1701959049483
Tier 2,7.91,0,1,2,1,0,1,0,0,61.9,Data Scientist,12.52,2,2,2.604170070614818
Tier 3,7.29,2,2,0,2,1,0,0,1,47.7,Data Analyst,6.94,1,1,2.0719132752590443
Tier 1,7.36,1,1,0,0,2,0,0,2,52.5,Data Analyst,6.39,3,1,2.0001277349601105
Tier 2,8.11,0,2,1,0,1,1,1,4,64.7,Data Analyst,13.34,2,1,2.663052835171474
Tier 3,6.19,1,4,3,0,4,0,1,1,50.5,Backend Developer,6.16,1,0,1.9685099809725544
Tier 2,6.5,3,3,4,0,2,1,1,0,47.5,Backend Developer,9.61,2,0,2.3617969526258915
Tier 2,9.07,0,4,1,1,1,3,0,1,84.4,Data Scientist,24.53,2,2,3.2398542312533927
Tier 2,8.03,1,1,0,3,6,2,1,0,70.4,Data Scientist,23.4,2,2,3.1945831322991562
Tier 1,6.65,1,3,0,0,4,1,0,2,58.8,Junior Developer,9.31,3,4,2.333114298028869
Tier 2,8.03,3,1,0,3,1,2,0,1,62.4,Data Analyst,13.11,2,1,2.6468837658647226
Tier 3,6.26,2,1,2,1,2,1,0,3,52.0,Data Analyst,10.26,1,1,2.421256622711544
Tier 2,6.18,2,2,0,2,2,0,0,1,44.8,Data Analyst,6.66,2,1,2.0360119837525
Tier 2,4.58,0,3,1,2,4,0,2,2,34.0,Junior Developer,3.52,2,4,1.5085119938441398
Tier 3,7.28,1,1,0,1,3,0,1,0,49.1,Backend Developer,8.21,1,0,2.2202898502672155
Tier 2,6.84,0,4,1,1,1,0,0,2,48.4,Data Analyst,6.6,2,1,2.028148247292285
Tier 2,7.27,1,1,1,1,5,3,1,1,66.1,Data Scientist,16.5,2,2,2.8622008809294686
Tier 2,9.3,1,2,1,1,2,0,1,2,64.3,Web Developer,10.59,2,7,2.4501426573516603
Tier 1,8.47,0,0,1,2,3,2,1,1,72.0,Software Engineer,21.96,3,6,3.133753571451366
Tier 3,5.71,0,1,0,1,2,0,1,2,44.9,Web Developer,4.64,1,7,1.7298840655099674
Tier 1,7.23,1,3,0,3,3,2,1,1,50.0,Data Scientist,16.38,3,2,2.8553201198372458
Tier 1,7.61,0,1,0,1,1,0,1,0,55.5,Web Developer,10.65,3,7,2.4553061800117097
Tier 2,7.34,2,4,0,3,1,3,2,0,72.6,Data Scientist,16.27,2,2,2.848970892158587
Tier 3,6.37,0,3,0,3,1,0,1,0,52.3,Junior Developer,7.68,1,4,2.1610215286722587
Tier 3,7.84,3,3,0,2,6,1,2,0,58.8,Backend Developer,16.37,1,0,2.854744580253014
Tier 2,7.58,1,3,1,2,4,1,2,2,53.1,Backend Developer,16.1,2,0,2.8390784635086144
Tier 3,7.01,0,3,0,1,3,1,0,0,50.8,Data Scientist,11.63,1,2,2.5360749363624
Tier 2,6.61,4,3,1,1,1,2,2,1,47.0,Backend Developer,10.28,2,0,2.423031246069913
Tier 3,6.06,0,4,1,2,5,0,1,1,39.1,Backend Developer,7.96,1,0,2.192770226986839
Tier 1,6.97,3,3,1,1,1,1,1,0,57.8,Software Engineer,8.94,3,6,2.2965670206684825
Tier 2,8.74,0,3,2,0,1,2,2,2,62.9,Web Developer,15.16,2,7,2.7825390530929495
Tier 2,7.86,0,2,1,1,4,1,1,1,71.1,Data Analyst,13.25,2,1,2.6567569067146595
Tier 2,7.64,0,0,0,2,2,1,0,0,61.7,ML Engineer,14.82,2,5,2.761274962339508
Tier 2,5.79,0,3,3,1,3,1,2,0,57.8,Web Developer,6.05,2,7,1.9530276168241774
Tier 2,7.62,4,1,2,4,2,0,1,1,64.3,DevOps Engineer,10.19,2,3,2.4150205223238337
Tier 2,7.68,1,0,1,5,7,0,0,1,47.8,Data Analyst,6.12,2,1,1.9629077254238845
Tier 3,6.77,0,3,1,1,4,1,2,0,58.4,Backend Developer,9.81,1,0,2.3804716316511167
Tier 2,7.85,1,1,1,4,5,0,1,0,50.6,Backend Developer,10.55,2,0,2.446685436967803
Tier 3,7.29,0,2,3,2,2,0,2,2,59.2,Backend Developer,8.12,1,0,2.21046980408624
Tier 2,5.83,2,4,0,0,1,0,0,1,52.8,Junior Developer,4.81,2,4,1.7595805708638197
Tier 3,7.4,1,1,1,3,3,1,1,3,47.2,Data Analyst,13.06,1,1,2.643333886382519
Tier 1,7.0,2,1,3,2,6,1,0,1,55.5,Software Engineer,16.56,3,6,2.8656235882069705
Tier 3,7.04,1,1,1,1,2,0,2,2,62.7,Web Developer,8.63,1,7,2.2648832258100344
Tier 1,8.45,0,5,1,1,2,1,3,2,56.6,DevOps Engineer,20.0,3,3,3.044522437723423
Tier 3,5.63,1,4,0,1,4,1,2,1,41.0,Junior Developer,6.15,1,4,1.9671123567059163
Tier 2,7.59,0,3,0,1,1,1,1,2,59.1,DevOps Engineer,16.33,2,3,2.8524391037275145
Tier 1,7.83,1,2,1,0,1,3,1,0,69.0,ML Engineer,16.08,3,5,2.837908188360424
Tier 3,7.53,0,3,1,3,1,1,2,0,58.4,DevOps Engineer,13.76,1,3,2.6919208191723265
Tier 2,6.14,3,0,0,1,2,1,1,1,34.8,Junior Developer,8.96,2,4,2.298577071596507
Tier 3,8.03,0,0,0,0,1,0,2,0,59.5,Backend Developer,7.44,1,0,2.132982308607866
Tier 3,6.76,1,1,0,2,3,0,0,2,45.5,Backend Developer,6.54,1,0,2.020222182019865
Tier 3,5.02,5,2,4,2,0,2,1,0,37.2,Junior Developer,3.83,1,4,1.5748464676644813
Tier 2,8.85,1,4,0,2,0,4,1,0,74.3,ML Engineer,23.88,2,5,3.2140642678709788
Tier 2,5.76,4,2,2,0,2,0,0,1,35.0,Junior Developer,4.82,2,4,1.7613002617433464
Tier 2,8.68,2,2,1,0,0,0,2,1,46.0,Web Developer,9.83,2,7,2.382320061012899
Tier 3,6.52,0,2,2,0,3,0,0,1,58.4,Data Analyst,5.12,1,1,1.8115620965242347
Tier 3,7.86,1,1,1,0,1,0,0,1,61.9,Data Analyst,6.54,1,1,2.020222182019865
Tier 2,6.62,1,3,0,1,2,0,0,1,49.4,Junior Developer,6.51,2,4,2.0162354657760435
Tier 1,5.8,1,1,0,3,0,0,0,1,52.7,Junior Developer,4.44,3,4,1.6937790608678513
Tier 1,8.43,2,5,3,0,3,2,2,2,73.4,Data Scientist,23.61,3,2,3.2031528644029645
Tier 1,8.18,1,2,1,3,4,0,2,1,46.9,Software Engineer,10.11,3,6,2.4078456036515385
Tier 3,6.48,4,3,0,1,1,0,3,0,53.6,Backend Developer,7.99,1,0,2.196112848483529
Tier 2,9.54,1,4,1,1,2,0,2,1,72.6,DevOps Engineer,10.29,2,3,2.4239173781615704
Tier 1,5.52,0,3,0,1,1,1,2,0,46.1,Web Developer,5.95,3,7,1.9387416595767009
Tier 2,6.56,0,3,0,2,3,1,2,0,59.4,Software Engineer,10.21,2,6,2.4168062370840686
Tier 2,8.15,4,0,1,0,2,2,2,1,58.9,Backend Developer,17.51,2,0,2.9183111265854063
Tier 3,6.05,0,3,1,1,1,1,0,3,48.9,Data Analyst,9.82,1,1,2.3813962734183356
Tier 3,7.81,2,1,0,2,2,1,1,2,58.0,Backend Developer,14.72,1,0,2.7549337870010606
Tier 2,6.13,1,2,0,1,1,2,1,0,51.6,Backend Developer,9.94,2,0,2.392425796993835
Tier 3,7.43,0,3,1,1,4,1,2,2,64.4,Data Analyst,13.71,1,1,2.688527534613346
Tier 3,7.93,0,3,0,2,1,0,0,2,56.4,Data Analyst,6.06,1,1,1.9544450515051506
Tier 1,7.5,1,4,1,3,1,0,2,0,47.3,DevOps Engineer,10.07,3,3,2.4042387467205457
Tier 2,4.86,2,0,2,0,3,1,1,1,30.9,Junior Developer,4.74,2,4,1.747459210331475
Tier 2,6.24,1,4,0,3,4,0,2,2,46.4,Backend Developer,7.67,2,0,2.1598687907924505
Tier 3,6.42,0,0,0,0,4,1,1,2,47.3,Backend Developer,9.9,1,0,2.388762789235098
Tier 2,7.06,0,3,0,4,4,0,4,0,52.2,Backend Developer,9.65,2,0,2.365559892155434
Tier 1,8.34,2,2,1,6,2,1,3,1,67.4,Backend Developer,17.82,3,0,2.9349201341572337
Tier 2,6.38,1,3,0,0,0,2,1,0,58.1,Backend Developer,10.31,2,0,2.425687290128029
Tier 2,7.43,0,0,0,1,1,1,0,1,47.8,Backend Developer,13.4,2,0,2.667228206581955
Tier 2,8.57,1,3,1,0,3,0,1,0,54.9,Backend Developer,10.56,2,0,2.4475508632442313
Tier 2,5.16,0,2,1,2,0,2,1,1,40.0,Junior Developer,4.29,2,4,1.665818245870208
Tier 3,6.87,0,1,1,1,2,1,1,3,56.3,Data Analyst,9.85,1,1,2.3841650799864684
Tier 3,9.02,2,4,0,3,2,0,1,1,61.1,Software Engineer,10.56,1,6,2.4475508632442313
Tier 1,6.88,0,1,0,0,3,0,2,1,42.2,Junior Developer,8.41,3,4,2.2417729535972883
Tier 1,7.35,0,0,0,3,2,0,2,1,52.5,Backend Developer,10.66,3,0,2.4561641809223462
Tier 3,6.89,2,2,2,0,1,2,1,2,49.9,Backend Developer,9.92,1,0,2.390595970316759
Tier 2,6.41,0,4,1,0,1,0,0,2,44.1,Junior Developer,6.36,2,4,1.9960599327407849
Tier 2,7.25,1,2,0,1,2,1,1,1,57.7,Backend Developer,15.66,2,0,2.8130106367386967
Tier 2,9.21,1,5,0,1,4,1,1,3,60.9,DevOps Engineer,19.6,2,3,3.0252910757955354
Tier 3,7.91,0,2,0,1,0,0,1,0,44.8,Software Engineer,7.77,1,6,2.1713368063840917
Tier 2,8.59,0,0,0,1,2,1,0,0,65.0,Software Engineer,18.34,2,6,2.9621754900251482
Tier 3,7.1,1,5,0,2,3,0,1,2,48.9,Data Analyst,9.85,1,1,2.3841650799864684
Tier 2,8.06,1,1,0,2,1,0,0,1,63.0,Web Developer,6.58,2,7,2.0255131996542803
Tier 3,8.32,0,4,2,2,4,0,3,1,50.0,Web Developer,10.11,1,7,2.4078456036515385
Tier 2,7.08,0,3,0,1,1,1,2,0,54.7,Software Engineer,16.02,2,6,2.834389123145228
Tier 2,7.16,1,2,0,1,4,1,2,2,54.9,Backend Developer,16.24,2,0,2.847232265235547
Tier 2,6.11,1,0,0,0,0,1,2,0,42.2,Software Engineer,10.43,2,6,2.4362414778067194
Tier 3,6.61,1,4,0,2,3,1,3,1,53.3,Junior Developer,8.66,1,4,2.2679936482244267
Tier 3,4.95,0,5,1,3,4,2,2,0,46.1,Junior Developer,5.04,1,4,1.7984040119467235
Tier 2,6.47,1,1,1,1,4,1,0,2,48.5,Backend Developer,9.98,2,0,2.3960754360813845
Tier 3,5.9,1,2,1,1,1,1,1,2,50.7,Junior Developer,6.1,1,4,1.9600947840472698
Tier 3,5.65,3,4,1,0,2,0,1,1,48.0,Junior Developer,4.29,1,4,1.665818245870208
Tier 1,5.44,2,4,1,1,4,1,1,2,52.3,Junior Developer,4.15,3,4,1.6389967146756448
Tier 2,5.9,2,1,3,2,0,1,0,1,45.5,Junior Developer,6.76,2,4,2.048982334195127
Tier 1,7.16,0,0,0,1,1,1,1,2,57.9,Backend Developer,16.0,3,0,2.833213344056216
Tier 3,8.73,1,2,0,1,4,0,2,3,66.1,Data Analyst,10.21,1,1,2.4168062370840686
Tier 2,6.76,0,4,1,3,2,0,4,1,45.2,Backend Developer,7.91,2,0,2.187174241482718
Tier 2,6.52,2,1,1,1,3,1,1,0,49.4,Backend Developer,9.82,2,0,2.3813962734183356
Tier 1,5.42,2,0,4,1,5,2,1,0,35.8,Junior Developer,4.33,3,4,1.673351238177753
Tier 2,8.29,0,4,0,0,1,0,1,3,57.6,Web Developer,10.15,2,7,2.411439497906128
Tier 2,8.71,0,5,1,3,2,1,2,1,63.2,Backend Developer,17.16,2,0,2.8992213731731473
Tier 3,6.99,3,1,0,1,2,1,1,3,54.3,Data Analyst,9.4,1,1,2.341805806147327
Tier 3,8.55,0,2,0,3,4,1,2,2,58.1,Web Developer,15.08,1,7,2.77757626375082
Tier 2,6.38,0,0,4,2,1,1,1,1,46.3,Junior Developer,8.78,2,4,2.280339484046726
Tier 2,6.77,0,1,1,1,3,0,1,0,43.8,Web Developer,7.68,2,7,2.1610215286722587
Tier 1,5.09,1,2,2,2,3,0,2,2,43.5,Junior Developer,3.22,3,4,1.4398351280479207
Tier 3,7.15,1,2,0,2,1,2,2,1,62.9,Backend Developer,15.51,1,0,2.8039662579320366
Tier 1,8.46,1,1,0,2,2,1,2,2,57.8,Web Developer,15.72,3,7,2.8166056076565553
Tier 2,5.63,1,3,3,2,1,0,2,2,43.6,Junior Developer,4.3,2,4,1.667706820558076
Tier 2,8.33,1,1,2,1,3,0,1,1,51.5,Software Engineer,10.37,2,6,2.4309783077624445
Tier 3,5.64,1,4,0,2,2,0,1,1,34.4,Web Developer,4.75,1,7,1.749199854809259
Tier 2,6.1,2,3,2,3,2,1,0,1,38.4,Junior Developer,8.3,2,4,2.2300144001592104
Tier 3,8.61,1,2,0,4,1,3,1,2,71.3,Data Scientist,23.88,1,2,3.2140642678709788
Tier 3,7.1,1,3,0,1,2,0,1,3,43.0,Backend Developer,9.55,1,0,2.3561258599220753
Tier 1,8.1,0,3,0,1,1,2,0,1,64.4,Software Engineer,21.99,3,6,3.1350593387750902
Tier 3,7.81,1,3,0,0,7,1,2,1,48.1,Web Developer,15.42,1,7,2.7985001040242823
Tier 3,4.65,1,1,1,1,2,1,0,0,30.1,Junior Developer,4.7,1,4,1.7404661748405046
Tier 1,7.02,0,3,1,1,3,2,1,2,58.8,Junior Developer,8.41,3,4,2.2417729535972883
Tier 3,6.04,1,1,1,1,3,1,0,0,54.8,Software Engineer,9.67,1,6,2.367436065313662
Tier 2,6.19,3,2,2,2,2,1,2,0,47.0,Backend Developer,9.86,2,0,2.3850863145057892
Tier 1,5.57,1,2,1,0,3,1,0,0,39.5,Junior Developer,5.97,3,4,1.9416152247724325
Tier 2,6.27,0,3,2,1,2,0,0,1,45.2,Data Analyst,6.25,2,1,1.9810014688665833
Tier 1,5.95,1,2,0,1,4,0,1,1,37.6,Web Developer,4.93,3,7,1.780024213009634
Tier 2,7.55,2,1,1,0,2,0,2,1,51.8,DevOps Engineer,10.37,2,3,2.4309783077624445
Tier 1,6.49,1,0,1,1,1,0,0,1,54.6,Junior Developer,6.32,3,4,1.9906103279732201
Tier 3,7.12,1,2,0,2,2,0,2,2,59.5,Software Engineer,10.43,1,6,2.4362414778067194
Tier 2,7.87,0,2,0,0,3,0,1,1,63.1,DevOps Engineer,10.84,2,3,2.4714836294558595
Tier 3,5.64,1,0,2,1,1,1,1,2,45.4,Web Developer,6.15,1,7,1.9671123567059163
Tier 3,5.02,2,3,0,2,0,1,1,0,40.3,Junior Developer,4.23,1,4,1.6544112780768316
Tier 3,6.21,2,1,1,3,1,1,1,0,44.4,Backend Developer,10.05,1,0,2.402430427963762
Tier 3,7.28,2,2,1,4,2,2,2,1,59.6,Data Scientist,15.93,1,2,2.829087196145044
Tier 3,7.52,2,0,1,2,2,0,1,2,58.6,Backend Developer,9.14,1,0,2.316487998163037
Tier 3,6.3,0,1,1,2,3,0,1,0,48.7,Software Engineer,5.94,1,6,1.937301774518713
Tier 2,5.49,2,0,0,1,1,0,0,1,38.2,Junior Developer,3.69,2,4,1.5454325824581878
Tier 3,6.85,1,2,1,2,5,0,0,1,56.4,DevOps Engineer,6.77,1,3,2.050270164379556
Tier 3,7.18,0,3,1,0,2,1,2,2,48.6,Data Analyst,12.85,1,1,2.6282852326333477
Tier 3,6.92,1,1,0,1,2,2,2,1,47.2,Web Developer,9.48,1,7,2.349468678892896
Tier 3,7.81,0,2,1,1,5,1,1,0,47.1,Backend Developer,12.37,1,0,2.5930133911138515
Tier 2,7.19,0,3,0,1,1,1,1,1,49.4,DevOps Engineer,16.09,2,3,2.8384934971274993
Tier 1,7.32,1,1,2,0,2,0,2,1,47.2,Backend Developer,10.58,3,0,2.449279472144849
Tier 3,6.21,2,1,2,1,2,0,2,0,48.2,Web Developer,7.74,1,7,2.167910189667444
Tier 2,6.44,0,3,2,1,1,0,2,0,47.5,Web Developer,8.05,2,7,2.2027647577118348
Tier 1,6.58,0,3,3,1,3,3,1,1,67.8,DevOps Engineer,10.06,3,3,2.403334996094189
Tier 1,7.74,5,0,0,0,1,1,2,1,65.5,Web Developer,15.62,3,7,2.810606789427302
Tier 2,6.32,4,2,2,1,3,1,0,1,52.0,Junior Developer,9.05,2,4,2.307572634505085
Tier 3,7.58,0,2,0,2,2,1,2,2,65.0,Backend Developer,15.75,1,0,2.8183982582710754
Tier 2,5.94,0,1,0,0,1,0,1,3,40.0,Junior Developer,5.21,2,4,1.8261608959453874
Tier 2,8.14,0,1,0,0,2,2,1,0,61.1,Data Scientist,20.99,2,2,3.09058780456667
Tier 3,8.18,1,3,0,2,2,0,4,2,56.5,Web Developer,10.67,1,7,2.4570214462984645
Tier 2,8.0,1,2,0,2,3,1,2,3,63.5,Web Developer,15.3,2,7,2.791165107812717
Tier 2,6.56,1,3,4,0,4,1,2,0,43.6,Backend Developer,9.77,2,0,2.3767644911682972
Tier 1,5.2,3,6,0,0,4,1,0,0,40.0,Junior Developer,5.1,3,4,1.8082887711792655
